uri,url,author_handle,text,created_at,like_count,repost_count,reply_count,quote_count
at://did:plc:r5wwieq5nfgtj3qcobot3pqh/app.bsky.feed.post/3mu5recqf4k2v,https://bsky.app/profile/mrfahrenheit.bsky.social/post/3mu5recqf4k2v,mrfahrenheit.bsky.social,"That means it’s past time for Democrats to get their own abortion messaging in order—namely, by standing up from their defensive crouch and finally telling voters what they want to hear: the government has no place in pregnancy at any point",2026-08-28T16:20:26.706Z,2,0,0,0
at://did:plc:d7mbznttytrhbs3vy6d6nppc/app.bsky.feed.post/3mu5rdnfrrb2s,https://bsky.app/profile/reproductivefreedomforall.org/post/3mu5rdnfrrb2s,reproductivefreedomforall.org,"Reproductive freedom and voting rights are inseparable.

The people we elect shape our abortion laws and reproductive health care, and they appoint the judges who shape our freedoms.

Our ability to control our bodies depends on our ability to make our vote count.",2026-08-28T16:20:04.231191387Z,1,1,0,0
at://did:plc:hdaxjtcrsgzt263vdknvicoo/app.bsky.feed.post/3mu5rbemah22c,https://bsky.app/profile/lnguyen255.bsky.social/post/3mu5rbemah22c,lnguyen255.bsky.social,"breaking news, urgent now and beyond future! save our education, action now! save our healthcare of abortion, retirement age healthcare, healthcare! save our supreme court blue wave Party! @ DC Statehood, overturned citizen united - healthcare act, other etc. us.list-manage.com/4hlpiBbyG94?...",2026-08-28T16:18:47.994Z,1,1,0,0
at://did:plc:gdbhptgdeaxkr5x7ynmdlzsb/app.bsky.feed.post/3mu5r7pqwet2c,https://bsky.app/profile/phxomg.bsky.social/post/3mu5r7pqwet2c,phxomg.bsky.social,"I tried talking to my dad about that back in the fall of 2024. My parents are single-issue anti-abortion voters bcz the church got its hooks into their politics in the 90s during the Tiller years in Kansas, and that’s the only yardstick they pay any attention to, and my brother is a “free-thinker”",2026-08-28T16:17:52.563Z,1,0,1,0
at://did:plc:7knftcimdqusmixgonfjnl3s/app.bsky.feed.post/3mu5r7nlqj22e,https://bsky.app/profile/theabigailthorn.bsky.social/post/3mu5r7nlqj22e,theabigailthorn.bsky.social,When the NHS talk about “concerns regarding referral appropriateness” they mean they want cis people to have more control over our bodies. But I take the much simpler stance that if someone wants to change sex that’s their business. Like abortion or fertility help it should be fast and on demand.,2026-08-28T16:17:50.300Z,393,62,1,0
at://did:plc:mprlbpkamgszg4klv7h5fvl2/app.bsky.feed.post/3mu5r7d5ryc2f,https://bsky.app/profile/elfstrogen.bsky.social/post/3mu5r7d5ryc2f,elfstrogen.bsky.social,"They *already* do that. Heck universities do that in other contexts. Like BYU going like sorry but being one of THE GAYS goes against code of conduct? Or Notre Dame saying someone who supported abortion rights isn’t qualified for…

Heading the Asian Studies department?",2026-08-28T16:17:39.372Z,0,0,1,0
at://did:plc:rvmarerfcqaoaciketvjacwj/app.bsky.feed.post/3mu5r3dds422s,https://bsky.app/profile/httorg.bsky.social/post/3mu5r3dds422s,httorg.bsky.social,"Why haven’t we laughed the stupid MAGA “abortion up to the moment of birth” off the table by now?
Especially from elected officials?

Or is everyone from the Graham family just congenitally stupid?",2026-08-28T16:15:25.353Z,1,0,1,0
at://did:plc:hdaxjtcrsgzt263vdknvicoo/app.bsky.feed.post/3mu5qxpxwhc2c,https://bsky.app/profile/lnguyen255.bsky.social/post/3mu5qxpxwhc2c,lnguyen255.bsky.social,"breaking news, urgent now and beyond future! save our education, action now! save our healthcare of abortion, retirement age healthcare, healthcare! save our supreme court blue wave Party! @ Judiciary act, abolish the electoral college - healthcare act, other etc. us.list-manage.com/4hlpiBbyG94?...",2026-08-28T16:13:24.356Z,1,1,0,0
at://did:plc:j5gp4ui54epq344c4wm6uqvo/app.bsky.feed.post/3mu5spvqcns27,https://bsky.app/profile/dystopian-fashion.bsky.social/post/3mu5spvqcns27,dystopian-fashion.bsky.social,"US ICE grants $16.7 million contract to buy thousands of electric shock gloves.

apnews.com/article/ice-...",2026-08-28T16:44:49.467Z,0,0,0,0
at://did:plc:nud65ngquynjinrknhayzwtg/app.bsky.feed.post/3mu5sphrisk2f,https://bsky.app/profile/theonlypeterkay.bsky.social/post/3mu5sphrisk2f,theonlypeterkay.bsky.social,Xenophobia is killing us: “Analysis from the Institute of Fiscal Studies (IFS) is sounding the alarm that Britain's declining immigration projections weigh on the UK's economic growth outlook.”,2026-08-28T16:44:34.826Z,0,0,0,0
at://did:plc:6uimut56ihor2p6ubnepkudz/app.bsky.feed.post/3mu5spfbdes2e,https://bsky.app/profile/jenrubin.bsky.social/post/3mu5spfbdes2e,jenrubin.bsky.social,"economic ignoramuses, economic national suicide www.economist.com/finance-and-...",2026-08-28T16:44:32.199Z,4,6,0,0
at://did:plc:4aidu4dbc2dw3dal2jgwo2dg/app.bsky.feed.post/3mu5spcjsls2n,https://bsky.app/profile/nearlincoln.bsky.social/post/3mu5spcjsls2n,nearlincoln.bsky.social,"ICE arrest by country

June ice arrests, what country are these people from?

middleageamerican.wordpress.com/2026/08/28/i...",2026-08-28T16:44:29.329Z,0,0,0,0
at://did:plc:vaams3fhnnnivk3hzxct7nki/app.bsky.feed.post/3mu5sosj7d32u,https://bsky.app/profile/politicalwire.com/post/3mu5sosj7d32u,politicalwire.com,"The Economic Costs of Trump’s Immigration Crackdown
https://politicalwire.com/2026/08/28/the-economic-costs-of-trumps-immigration-crackdown/",2026-08-28T16:44:12+00:00,0,1,0,0
at://did:plc:yp2drmlds5dubmv6udjzwuuz/app.bsky.feed.post/3mu5sohhy3m2u,https://bsky.app/profile/brain.us.com/post/3mu5sohhy3m2u,brain.us.com,"ICE Plans to Spends Millions on Boston Dynamics Dog Robots

Immigration and Customs Enforcement (ICE) plans to buy at least a million dollars worth of robots from Boston Dynamics, the company that makes the...",2026-08-28T16:43:57+00:00,0,0,0,0
at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3mu5soccxc22k,https://bsky.app/profile/politico.com/post/3mu5soccxc22k,politico.com,How DHS created a workaround to turn Guard members into immigration officers,2026-08-28T16:43:55Z,1,1,0,1
at://did:plc:ugpbdkepc6vak4ib2z2axv24/app.bsky.feed.post/3mu5so22v3s2z,https://bsky.app/profile/mltgurl.bsky.social/post/3mu5so22v3s2z,mltgurl.bsky.social,The Economic Costs of Trump’s Immigration Crackdown politicalwire.com/2026/08/28/t...,2026-08-28T16:43:46.899Z,0,0,0,0
at://did:plc:tdfi5meuujscmjawkizlabdp/app.bsky.feed.post/3mu5smrngs42d,https://bsky.app/profile/wkbn.bsky.social/post/3mu5smrngs42d,wkbn.bsky.social,Justice Department sues Columbus court over limits on ICE arrests,2026-08-28T16:43:04.462Z,0,0,0,0
at://did:plc:z2f7uooesggy7kyc3rujoyp6/app.bsky.feed.post/3mu5smnath22m,https://bsky.app/profile/bigcountryfooty.bsky.social/post/3mu5smnath22m,bigcountryfooty.bsky.social,Canada can be the counterbalance to the USA.  We have to expedite our growth.  Open the doors for immigration.  Build infrastructure fast.,2026-08-28T16:42:59.909Z,0,0,0,0
at://did:plc:jldwyrazfdid3c7qyxq2eyyf/app.bsky.feed.post/3mu5sm332ui2b,https://bsky.app/profile/hbgpalocalnews.bsky.social/post/3mu5sm332ui2b,hbgpalocalnews.bsky.social,"ICE detained Cambodian national and coffee shop owner Ratha San pending deportation, citing a criminal record from 1999 to 2007 that revoked his legal status.",2026-08-28T16:42:40.662962+00:00,0,0,0,0
at://did:plc:ja6qwdwar2df3253srtdsmsa/app.bsky.feed.post/3mu5skublp22n,https://bsky.app/profile/sdicaclu.bsky.social/post/3mu5skublp22n,sdicaclu.bsky.social,"With immigrant's rights constantly under attack, it's more important than ever to KNOW YOUR RIGHTS, both for yourself and to spread that knowledge within your community.   

Join ACLU immigration rights experts at our next EmpowerEd training!",2026-08-28T16:42:00.163Z,0,0,1,0
at://did:plc:rvjvkedakazwnh6n7d7rhy3m/app.bsky.feed.post/3mu5sikfu2c2x,https://bsky.app/profile/rudefulk.bsky.social/post/3mu5sikfu2c2x,rudefulk.bsky.social,"“Reporters don’t have access to Camp East Montana, one of the largest immigration detention centers in the country. Emergency calls from the Texas facility offer a glimpse of unfolding crises faced by those locked inside, with few ways to get help.”

www.propublica.org/article/911-...",2026-08-28T16:40:42.707Z,0,0,0,0
at://did:plc:7ksdam22ggjg7pi5u5v4da2d/app.bsky.feed.post/3mu5siieeds27,https://bsky.app/profile/celiebug.bsky.social/post/3mu5siieeds27,celiebug.bsky.social,youtube.com/shorts/eL-hX...,2026-08-28T16:40:40.563Z,1,0,0,0
at://did:plc:n2p35k7uglcfs5d37obgynlr/app.bsky.feed.post/3mu5sgmqse226,https://bsky.app/profile/witchiewolf.bsky.social/post/3mu5sgmqse226,witchiewolf.bsky.social,"How Dems Can Win on Immigration in November
open.substack.com/pub/thebulwa...",2026-08-28T16:39:38.056Z,0,0,0,0
at://did:plc:l4xudk3un3f5zukzmnfpkdrw/app.bsky.feed.post/3mu5sgeyf522g,https://bsky.app/profile/danrhan.bsky.social/post/3mu5sgeyf522g,danrhan.bsky.social,"Trump has repeatedly failed his base on the issues they voted for. The economy is in the toilet, he started a new foreign war he can't end, and he hasn't even delivered on immigration. The only people left he can please are the flag-wavers who care about America's name above all else. Thus the lake.",2026-08-28T16:39:29.916Z,0,0,0,0
at://did:plc:mlaq532xjvxuhzcbcqanvzi7/app.bsky.feed.post/3mu5sf6sfmk2n,https://bsky.app/profile/bastetgoddess.bsky.social/post/3mu5sf6sfmk2n,bastetgoddess.bsky.social,youtube.com/post/UgkxuMs...,2026-08-28T16:38:49.874Z,0,0,0,0
at://did:plc:nh3orjwqeaacc3nnkacaw755/app.bsky.feed.post/3mu5sclxpe22s,https://bsky.app/profile/andybeger.bsky.social/post/3mu5sclxpe22s,andybeger.bsky.social,"Yes, but isn’t it also overdetermined? You’ve got multiple other plausible factors at a similar time frame: the 2007 financial crisis, increase in inequality, globalization, increases in immigration/mobility. Which ones are causal vs correlational?",2026-08-28T16:37:23.015Z,0,0,1,0
at://did:plc:sq7czchgglv7svnfnzykjvpq/app.bsky.feed.post/3mu5sbw5cps2m,https://bsky.app/profile/yeegads.bsky.social/post/3mu5sbw5cps2m,yeegads.bsky.social,"Copper, you've had relatives caught?  Are you talking ICE?  Immigration?",2026-08-28T16:37:00.132Z,0,0,0,0
at://did:plc:owlioq32vg5bqxv2j6gz32ak/app.bsky.feed.post/3mu5sbgjz6k25,https://bsky.app/profile/chrisrivers50.bsky.social/post/3mu5sbgjz6k25,chrisrivers50.bsky.social,"Mahmood has met May’s net migration target, does not realise this, yet wants to reduce immigration further - at huge cost to the economy. She must be stopped.",2026-08-28T16:36:43.770Z,0,0,0,0
at://did:plc:nsnkdpcf2div4vcgys2ceiak/app.bsky.feed.post/3mu5saqh6222t,https://bsky.app/profile/paularevere69.bsky.social/post/3mu5saqh6222t,paularevere69.bsky.social,"Obama carried water for a COMMUNIST DICTATOR!
Obama administration scraps 'wet foot, dry foot' policy for Cubans
apnews.com/united-state...",2026-08-28T16:36:20.609Z,0,0,0,0
at://did:plc:skl2s4plzkuiz4qoozt3xdyo/app.bsky.feed.post/3mu5saockq226,https://bsky.app/profile/veronicamcdonald.bsky.social/post/3mu5saockq226,veronicamcdonald.bsky.social,"What Homeland Insecurity is doing now is making Black people the face of ""illegal immigration"".

They know once a Black face is attached to the issue everyone in the country will race to support getting rid of them (The Blacks).

That's why Trump & Vance spread that cats & dogs lie in 2024.",2026-08-28T16:36:18.360Z,0,1,1,0
at://did:plc:untgwijkmjjjlyzmekldwuyc/app.bsky.feed.post/3mu5salbkac2f,https://bsky.app/profile/otisredfoot.bsky.social/post/3mu5salbkac2f,otisredfoot.bsky.social,Why the hell would they ever need one of those? I can see maybe a bomb squad or hostage situation but immigration?,2026-08-28T16:36:15.182Z,0,0,0,0
at://did:plc:azp4n4gq5lwfgtuljvjljmmo/app.bsky.feed.post/3mu5sa7qpap2e,https://bsky.app/profile/coalitionnationale.bsky.social/post/3mu5sa7qpap2e,coalitionnationale.bsky.social,"Ceuta, antitsiganisme : quand le débat migratoire se nourrit de chiffres faux, la violence n'est jamais loin. Nous proposons d'ancrer le débat public dans des statistiques officielles et vérifiables. Débattre fermement, oui. Sur des faits, toujours. #Immigration #DébatPublic",2026-08-28T16:36:02.000Z,0,0,0,0
at://did:plc:grgswyytu7slprcbhfireuz2/app.bsky.feed.post/3mu5s66nx2s2u,https://bsky.app/profile/expatspost.bsky.social/post/3mu5s66nx2s2u,expatspost.bsky.social,"The MAGA fascist immigration agenda is exactly what Hannah Arendt referred to as ""the banality of evil"".",2026-08-28T16:34:54.848Z,0,0,0,0
