participant_id,rule_group,empirical_remove_rate,rater_effect
P_1781989495874_yvz9fxf4v,unassigned,0.55,0.8314934666723915
P_1781988936647_jnne3etqe,unassigned,0.45,0.6682705324382042
P_1781989282164_0s1b7z8vk,high_cluster_0,0.1,-0.6397297204868343
P_1781989749001_jtrz55v59,unassigned,0.3,0.489929313677633
P_1781989669530_6hxeec3fg,high_cluster_1,0.2,-0.4739905884793661
P_1781989325933_ypb1316lf,unassigned,0.45,0.9608675948198138
P_1781989608647_ssgwods0r,unassigned,0.3,0.2443092554448173
P_1781989267688_x49wy2o65,unassigned,0.5,0.5454794665538969
P_1781989610053_1dxh8z8rl,unassigned,0.85,1.6375875239545574
P_1781989070401_9tjw15vvt,unassigned,0.35,0.0608983061863999
P_1781988884247_4mr3k2hno,unassigned,0.4,0.0288310856493972
P_1781989377924_is0muqpsu,unassigned,0.45,0.5606312294618215
P_1781989312296_tppaaxijv,low_cluster_0,0.25,-0.3030263893385563
P_1781989551270_syklrcguc,unassigned,0.1,-0.873582618997624
P_1781989184812_7g8za4kv9,unassigned,0.1,-0.6047932758681426
P_1781989221923_foz4fpywj,unassigned,0.55,0.9760293962117924
P_1781989071916_k6m5vxz9p,high_cluster_1,0.15,-0.5569484084280835
P_1781989141628_jre2tgtx9,unassigned,0.25,-0.0944039268806267
P_1781989378073_4b6nn7ohx,unassigned,0.3,0.2072096037963705
P_1781989222156_c055r5j2v,high_cluster_1,0.0,-0.8287305649181321
P_1781989727124_sanv6nt21,unassigned,0.4,0.0893160826535011
P_1781989234215_0xl317xee,unassigned,0.0,-0.949953074949334
P_1781988803801_h33f5wnxj,unassigned,0.0,-1.0080852586456177
P_1781989559215_7ti9l2nsg,unassigned,0.4,0.2153116150001826
P_1781989322506_23lbac86g,unassigned,0.4,0.4276945493936946
P_1781989577858_37vf0od2h,high_cluster_1,0.1,-0.3956522211161971
P_1781989612086_j850d1j3m,unassigned,0.3,0.3267571526484713
P_1781989120184_t6cd2e8wc,unassigned,0.65,1.0988505886474078
P_1781989245453_spl5dczk9,unassigned,0.25,-0.3223762770729073
P_1781989514741_wr59094oi,unassigned,0.25,-0.1667654840558529
P_1781989639159_nb4h1dbfq,unassigned,0.05,-0.744352986612599
P_1781989712420_7a8sao40g,unassigned,0.45,0.7051900457272946
P_1781989503018_hfgpv095t,unassigned,0.15,-0.4733779342394025
P_1781989311448_2xzrerh3f,unassigned,0.2,-0.0841657848485617
P_1781989596193_zyci1xt89,unassigned,0.25,-0.2216438557502512
P_1781989590042_vfjlc3qge,unassigned,0.15,-0.2797300046896911
P_1781989176298_6hb2pos2m,unassigned,0.25,0.2509882714995391
P_1781989470303_bvt4b3mu7,unassigned,0.4,0.4848662572603587
P_1781989490239_bfsf4ukmd,unassigned,0.0,-0.9932022494137974
P_1781989492412_710ah64zh,high_cluster_1,0.35,-0.0235538716925715
P_1781988815229_r820cdafk,unassigned,0.0,-0.8603762892332593
P_1781989557421_rop867cve,unassigned,0.1,-0.3858436017900039
P_1781989407784_yq6wig3ak,unassigned,0.2,-0.1165632589311671
P_1781989692250_9byxxamrp,unassigned,0.35,-0.03879284106258
P_1781989776158_mzps43mvo,high_cluster_1,0.35,-0.035862896890182
P_1781989743924_zhj8o0w4b,unassigned,0.45,0.1868677552511449
P_1781989978986_rz6go91y6,unassigned,0.25,-0.3098699053968641
P_1781989626096_nkdpq0ciq,unassigned,0.35,0.0136224790785083
P_1781989462320_dhdghsiqw,high_cluster_0,0.25,0.1214217624169288
P_1781989609635_2l75tdn1k,unassigned,0.25,-0.3551921912865156
P_1781989745836_sta48ztdt,unassigned,0.35,0.011680123711464
P_1781989738298_11zoa4j2g,unassigned,0.05,-0.7408000589004174
P_1781989406401_llwm8clqe,unassigned,0.1,-0.6780616475552802
P_1781989521851_3qhzuvbra,unassigned,0.4,0.2796122536996552
P_1781989662147_fmdbua4mw,unassigned,0.45,0.9760360791751568
P_1781989904077_1gt66l86v,unassigned,0.15,-0.5088713363710712
P_1781988645394_69s0jet6t,high_cluster_0,0.15,-0.7277066636668196
P_1781989483041_7e3ids78n,unassigned,0.9,1.720544455729264
P_1781989341309_1yfsz7iry,unassigned,0.4,0.0236355952272784
P_1781989564681_23bgl2hrb,unassigned,0.05,-0.589684321304078
P_1781989350064_a5snanwrc,unassigned,0.25,-0.0789346411638124
P_1781989627080_et4fmrggi,low_cluster_0,0.55,0.7253992886907981
P_1781989436537_0clflu9sj,unassigned,0.7,1.3444137604037016
P_1781989235933_phre6lscg,unassigned,0.15,-0.5742728304584045
P_1781989746686_ul3en4ult,high_cluster_1,0.1,-0.3757453108151827
P_1781989503836_wwqppw9iq,high_cluster_1,0.4,0.1667828994681596
P_1781989992306_p4fcigepn,low_cluster_0,0.15,-0.4582336609271845
P_1781988979350_qmt4six66,unassigned,0.0,-0.8269499679791285
P_1781989890311_2j0e38ne4,unassigned,0.05,-0.9450382646219516
P_1781989244602_qa5dzxjpx,unassigned,0.35,0.03688908728934
P_1781989235587_t63q8e2qj,unassigned,0.55,0.9507576707287138
P_1781989556623_1d7xdyn1n,unassigned,0.35,0.2374052074894623
P_1781989553065_oj74a8qsc,unassigned,0.0,-0.7378114576028098
P_1781989535132_rl9axyacb,unassigned,0.0,-0.7326984446370696
P_1781989686872_0ykdav4ry,unassigned,0.15,-0.3148740888130867
P_1781989720761_r7etakzuh,high_cluster_1,0.35,0.2442969845469229
P_1781989669951_6vqwkapao,high_cluster_0,0.25,-0.4735501853602638
P_1781989865091_j768nv8pg,unassigned,0.05,-1.0131604859737835
P_1781989825945_tw4raep5y,unassigned,0.2,-0.5767442044988457
P_1781989427236_by2fpjkc0,unassigned,0.15,-0.4988863739660752
P_1781989749543_xhdld3gq6,unassigned,0.2,-0.1617661362641967
P_1781989171944_psl7la2gs,unassigned,0.5,1.1139850530393047
P_1781989134191_g7q5zijbl,unassigned,0.3,0.1415418175384493
P_1781989647713_6q52gjj9q,unassigned,0.4,0.7456007139952765
P_1781989389423_65js3cscm,unassigned,0.1,-0.4861238105761235
P_1781989712771_dxv00wj4v,unassigned,0.15,-0.3425377983396128
P_1781989501820_mjdzckunn,unassigned,0.4,0.1245880106277398
P_1781989805978_1dyunq4jd,unassigned,0.5,0.8481970508435548
P_1781989945736_mycu9fkkm,unassigned,0.15,-0.3505144752665305
P_1781988363135_mgb870raw,unassigned,0.15,-0.5137309200489545
P_1781989289742_jm6xohxub,unassigned,0.25,0.141593076908805
P_1781989694076_bahe7g36m,unassigned,0.55,0.6951013333103807
P_1781989847052_dy82unxg7,low_cluster_0,0.15,-0.2747454014361513
P_1781989761666_3jcs4jt7m,unassigned,0.4,-0.1062794738648986
P_1781989646844_sgnccmo8i,unassigned,0.5,0.4075394223606363
P_1781989557674_dnxw5900l,unassigned,0.4,0.3452795559635767
P_1781989996572_7h75cibx0,unassigned,0.45,0.1011692327229906
P_1781989812952_y7ct2zmw6,high_cluster_0,0.05,-0.9782361023600628
P_1781989592313_x0mq90kz5,unassigned,0.0,-0.8668575080756021
P_1781989769634_tyb3kt362,unassigned,0.15,-0.5312136719141952
P_1781989921013_gwt6ifyxe,unassigned,0.35,0.1448561697369529
P_1781989737135_zbq3etf09,unassigned,0.55,0.8229855592289614
P_1781990072141_5gpy8u6ta,unassigned,0.1,-0.6949101779006114
P_1781989284233_09dbh8at0,unassigned,0.45,0.4782525027026725
P_1781989927292_etihh73n6,unassigned,0.35,0.2474849030989837
P_1781989553340_2ajhe2v9o,unassigned,0.4,0.3468493160778842
P_1781989878424_7s66wtsw2,unassigned,0.05,-0.8219499750454139
P_1781988925854_4odas3ray,unassigned,0.35,0.3923859765031542
P_1781989868898_zrl9pxdqp,unassigned,0.05,-0.6097639259602242
P_1781989428812_yvvp6sbrb,high_cluster_0,0.45,0.888592654237345
P_1781990009614_un1op5sm2,unassigned,0.25,-0.1590514106857762
P_1781989742794_iaqttmpsy,unassigned,0.3,-0.0034442897843456
P_1781989537252_074dl65d2,unassigned,0.35,0.4848651440117038
P_1781990206407_nbmbh0alb,unassigned,0.95,1.9719438948236907
P_1781989950866_m9u1txcwq,unassigned,0.35,0.074210578840503
P_1781990269234_ax7tmnv3a,unassigned,0.45,0.6950996622043154
P_1781990115367_r5jj4xz9l,unassigned,0.35,0.4024897621839121
P_1781989920464_yg2v1yg5x,low_cluster_0,0.0,-0.745619891855792
P_1781989691206_vegzxpgc8,high_cluster_1,0.35,0.1264101766604206
P_1781989959032_ebkiw7trc,low_cluster_0,0.05,-0.6399593890927483
P_1781990413459_r7bhx0jcz,unassigned,0.6,1.196492457838445
P_1781990006862_8l4xt3nae,unassigned,0.3,-0.1113087790715775
P_1781990172581_qgekxds7c,unassigned,0.05,-0.8868675934735492
P_1781990309121_raqqetaqc,unassigned,0.15,-0.8357736135328776
P_1781989754149_9ymtda5l2,unassigned,0.05,-1.0579628324240562
P_1781989745614_kz4v3lae4,unassigned,0.15,-0.6001496364581528
P_1781989497359_bpr3vc0bq,unassigned,0.45,0.750654280903115
P_1781989984011_ptywa3iil,unassigned,0.35,0.2593885135863619
P_1781989628241_k13h1m2jp,unassigned,0.2,-0.1790048182377073
P_1781989766056_lnuhyu31r,unassigned,0.2,-0.2496213545275118
P_1781990096105_xh2wwm5b9,unassigned,0.2,-0.0791689981006402
P_1781989925487_5zveuy4zp,unassigned,0.65,0.7355008387465071
P_1781989779089_lwkqcbxgf,unassigned,0.2,-0.2644296088564796
P_1781990249458_19z0njf31,unassigned,0.4,0.7203585633696619
P_1781990106796_brj3aure1,unassigned,0.4,0.8734676539537124
P_1781990188255_uz2dl87v2,unassigned,0.35,0.0621723366966797
P_1781989562276_e1q00w1st,low_cluster_0,0.15,-0.3403707585934812
P_1781989912663_2c3516g04,high_cluster_1,0.25,-0.2346277735273449
P_1781989848456_noxlkrj6l,high_cluster_1,0.35,-0.0389021500508257
P_1781989396112_tv9vjp78q,unassigned,0.25,-0.259577059288271
P_1781989650827_0gbyi19k5,unassigned,0.3,-0.0556432038650199
P_1781990180664_az85a8ddc,unassigned,0.0,-0.8938967136554611
P_1781989878535_ht08rs4fl,unassigned,0.55,0.8380742940485452
P_1781989907167_f54ogwuwt,low_cluster_0,0.1,-0.4785190886972584
P_1781989662475_6mdowkfy3,unassigned,0.25,-0.3474835506201409
P_1781990023660_rymtd034s,unassigned,0.4,-0.0559506378571218
P_1781989392980_10ked3oq5,unassigned,0.35,0.237520973869632
P_1781989977821_0rsx0own5,unassigned,0.2,-0.7477308386696341
P_1781989356279_6w8pgc5r9,unassigned,0.25,0.1668965505720379
P_1781989925527_c2saza9qf,high_cluster_1,0.2,-0.6218489363901748
P_1781989808722_7rirw6dgg,unassigned,0.45,0.4579863545369524
P_1781989163610_5xxyvt9us,unassigned,0.3,0.4024624303518566
P_1781989935496_d7qaq39uj,unassigned,0.45,0.3216957732635258
P_1781989967424_bklx7hi5l,high_cluster_1,0.3,-0.0134929593817657
P_1781990101425_sprqw69nl,high_cluster_1,0.35,0.4495331504515504
P_1781990083924_zp696ut9t,unassigned,0.25,-0.1964264846497144
P_1781990080204_pbadaqhye,unassigned,0.75,1.2437845139634938
P_1781989981340_t7r4orf92,unassigned,0.3,0.0046933373114103
P_1781990028681_m0q20nwzz,unassigned,0.3,0.0571626594204908
P_1781989117702_hw6jb22i3,unassigned,0.35,-0.0437122748326176
P_1781990264595_c9l33dh3b,high_cluster_2,0.2,-0.2948394666206094
P_1781989919276_irascg3hn,low_cluster_0,0.4,0.0035137556079204
P_1781989516764_qyrpfo6rt,unassigned,0.35,-0.0186311370886618
P_1781989915131_i6q8wi4rk,low_cluster_0,0.35,0.3250184654897198
P_1781990207825_ksogagl8u,unassigned,0.3,-0.003378072178045
P_1781989843993_aairflx72,unassigned,0.05,-0.6547005080866658
P_1781989673415_un5qhvo3a,unassigned,0.3,-0.2567318940890299
P_1781989980080_muxrlsqd6,unassigned,0.05,-0.8137091800678465
P_1781989941715_fsyqlxuzu,unassigned,0.15,-0.5819716319621452
P_1781990153863_8wvmf83o5,high_cluster_1,0.15,-0.4785702623514923
P_1781989596448_06z52pey3,unassigned,0.45,0.2526576421291777
P_1781990418988_65l2urz7b,unassigned,0.6,0.8481953701193875
P_1781989522457_qik47qjy9,unassigned,0.55,0.6329061717702832
P_1781989505651_trk8vktic,unassigned,0.45,0.3974110864909624
P_1781989941252_75d8z0eh2,high_cluster_1,0.25,-0.1368590606522913
P_1781989926635_cz0yvmmvx,unassigned,0.35,-0.0104138750942786
P_1781990124824_ok0n50xj9,unassigned,0.0,-0.9437629798016453
P_1781989784221_6e9m8dbcf,unassigned,0.65,1.341311657151042
P_1781989947438_8by70sq6h,unassigned,0.1,-0.6272181274363137
P_1781990501129_hjvg9faoi,unassigned,0.25,-0.4101628217172131
P_1781989989313_rfgb0l04f,unassigned,0.25,-0.2194166341562704
P_1781990193448_zihnbe8xr,unassigned,0.35,0.5050989344490687
P_1781989071542_59d52t4jy,unassigned,0.3,0.3148739948538149
P_1781990267209_yvrz1je99,high_cluster_1,0.35,0.3772543023970971
P_1781990309251_ck3tm6m4i,unassigned,0.55,1.088747884448891
P_1781990013960_vdmzoo4kl,unassigned,0.35,0.1768961686316427
P_1781989905801_p96b4bw17,unassigned,0.15,-0.2625387737689039
P_1781990043484_b2hh2jisv,unassigned,0.4,0.2695547635808221
P_1781989871771_aggy9scxl,unassigned,0.05,-0.6571644565450329
P_1781990178004_lgabnt0ma,high_cluster_1,0.3,-0.2651200488287193
P_1781989865580_f93t3k5p8,unassigned,0.4,-0.0316811942110278
P_1781990288245_i5x405pth,high_cluster_1,0.45,0.4832759371426715
P_1781990126305_ccy2to7kf,unassigned,0.55,0.7960928385822141
P_1781990219257_etr5zoq7l,unassigned,0.3,0.0892120455844635
P_1781990117839_owo37cxah,low_cluster_0,0.15,-0.4433108810973402
P_1781989578438_t0hr1x2p6,unassigned,0.45,0.6177733826895787
P_1781990178221_sxx0fde5z,unassigned,0.3,-0.0065611166868385
P_1781990392758_q3wo41fhb,unassigned,0.25,-0.023646228581149
P_1781990437998_yqzhxnltx,unassigned,0.2,-0.7127929365235538
P_1781989594007_52nla9jgh,unassigned,0.2,-0.2576137608909912
P_1781989611673_7s7434f34,unassigned,0.3,0.2171124287974405
P_1781990270937_4m1l1afja,unassigned,0.25,0.0740682027544554
P_1781990201419_gylndqvuv,high_cluster_1,0.45,0.7809366172493306
P_1781989842652_wcvzm1w3g,unassigned,0.15,-0.3328015645894042
P_1781989874736_hjrdardpn,unassigned,0.3,-0.0810293753849791
P_1781990237778_fqekgbnrj,unassigned,0.35,0.3822448177947061
P_1781990079152_w0tiak4ga,unassigned,0.1,-0.5360174793457372
P_1781990635284_quff7d9qv,unassigned,0.1,-0.4410196512621559
P_1781990035908_j4ddlbeq6,unassigned,0.25,-0.4759012459093134
P_1781990710663_1hc1ygyjg,unassigned,0.15,-0.2971440770669259
P_1781990365971_9fqt70ltu,unassigned,0.7,1.5298178262702362
P_1781990821923_kofwlwtbw,unassigned,0.4,0.6177733836774839
P_1781990295533_fxmfyv4p0,unassigned,0.5,0.7926881621997904
P_1781990179380_cil20ohvz,unassigned,0.5,1.0736484233805617
P_1781990684331_8jiit7kc7,unassigned,0.65,0.8734576201584374
P_1781990629228_4f9nd0cjn,unassigned,0.45,0.2527033606023431
P_1781990422249_uh18m0ys9,unassigned,0.45,0.2375081576390414
P_1781990387093_qo67h3xb0,unassigned,0.45,0.4579529781079502
P_1781990210243_4gx3m4pff,low_cluster_0,0.05,-0.9102925426230078
P_1781990450738_g736h31cz,unassigned,0.15,-0.6572760907570793
P_1781990653584_yh7o0dmby,high_cluster_1,0.3,-0.0486763391386888
P_1781990353467_a4hmebrif,unassigned,0.35,-0.1044415335434607
P_1781989765556_ikbyg8qip,unassigned,0.3,-0.1287561369099674
P_1781990038963_7dkgrccac,unassigned,0.1,-0.4232146259659185
P_1781990243711_8in0aspgd,unassigned,0.45,0.5404141866020996
P_1781990409471_rmoo0lo6r,unassigned,0.45,0.2846725087367993
P_1781990526577_k0kdnielo,unassigned,0.25,-0.0456658232885188
P_1781990128576_63ko4vhec,unassigned,0.25,-0.187113382019544
P_1781989976287_ulf0q2030,unassigned,0.2,-0.2372615134220215
P_1781990367374_s321vhvsz,unassigned,0.25,-0.1889320099130462
P_1781990526467_bbfbnjasp,unassigned,0.1,-0.7195548962703707
P_1781990422198_3byo1r01d,unassigned,0.3,0.2089331837112935
P_1781990054920_mye8qaaix,high_cluster_2,0.35,0.5050900040373114
P_1781989993708_dd22p9dk3,unassigned,0.15,-0.6219711133314879
P_1781990718703_ex83gn3is,unassigned,0.45,0.287786385065325
P_1781990535563_wet2vfay7,unassigned,0.4,0.2190637337555355
P_1781990860386_nlovwsl6s,unassigned,0.05,-0.519022147468322
P_1781990197422_y6q51kmje,unassigned,0.0,-0.987045178090383
P_1781990861317_fp7c08k3q,unassigned,0.45,0.2392813495204201
P_1781990651214_dirr7g8sh,unassigned,0.6,0.690047769362545
P_1781990762906_4tp6kst2x,unassigned,0.6,1.16115216043111
P_1781990785367_r7tczlf7m,unassigned,0.95,1.811442045694488
P_1781990571080_g0ugon75w,unassigned,0.3,0.0942878322003775
P_1781990612239_d4ot414n5,unassigned,0.3,0.1112332852221286
P_1781990486918_j3ho89tw8,unassigned,0.85,2.002046521859353
P_1781990706755_r465ke6ou,low_cluster_0,0.05,-0.7059431473366368
P_1781990544134_w6syp8lde,unassigned,0.1,-0.53620453755032
P_1781990798382_ltmmycrlb,unassigned,0.15,-0.5443034114288331
P_1781990251578_v49rgsnoa,unassigned,0.05,-0.7210699200418439
P_1781990798285_f0cr8mj8b,unassigned,0.1,-0.5060270595531383
P_1781990634195_vp8udnzbp,unassigned,0.3,0.3149927530539549
P_1781990633346_fgb8yy4id,unassigned,0.0,-0.9634170946717748
P_1781990578520_e7cfo2ga7,unassigned,0.05,-0.8740996721762176
P_1781990554857_wjm3yrjc2,unassigned,0.0,-0.8287148209213276
P_1781990488678_azrfg5v5d,unassigned,0.4,0.4259548435696502
P_1781990520028_cfpmw5mnh,unassigned,0.65,1.0887345273903943
P_1781990473826_5huyihp2w,low_cluster_0,0.0,-0.9716767406482232
P_1781990780591_fpl77lmnk,unassigned,0.15,-0.6248176886417337
P_1781990144971_10egdcoxu,unassigned,0.75,1.4926571135176188
P_1781989786954_z0n8z2t2p,unassigned,0.4,0.1315940554718149
P_1781990338220_0elpbh5b9,unassigned,0.4,0.3199705576682408
P_1781990674480_122h7y71d,high_cluster_1,0.05,-0.5818313587520697
P_1781990894074_ka2s3cvso,unassigned,0.85,1.4170156078958822
P_1781990684014_c35ee2zk3,low_cluster_0,0.1,-0.4008162516177339
P_1781990761153_ufw2938au,unassigned,0.0,-0.9899158285391751
P_1781990577156_785s5vent,unassigned,0.55,1.028206085904427
P_1781990393496_eqjfhbr98,unassigned,0.5,0.6278771656573676
P_1781990192522_90nmxjroa,unassigned,0.45,0.6127421249314745
P_1781990302769_jovfk7w1r,unassigned,0.55,0.8633343072285358
P_1781990984684_lnmijuy06,unassigned,0.55,0.7203820030201146
P_1781990876336_run0a0lzx,unassigned,0.25,-0.1613548534545903
P_1781991144210_0q2b6wfgp,unassigned,0.35,0.1870299118076967
P_1781989908622_e3ytxwu3c,low_cluster_0,0.0,-0.5472506539074734
P_1781991270132_039zue69m,unassigned,0.65,0.9103793740039872
P_1781990677701_rth3zpiw6,unassigned,0.8,1.8586877352076236
P_1781990774318_s8g7avb5p,unassigned,0.45,0.1584734079865928
P_1781991037737_vqg572mer,high_cluster_1,0.15,-0.4758981434957424
P_1781990844218_n2527vzk6,unassigned,0.0,-0.8236412479850975
P_1781990718594_8oymxzsqh,low_cluster_0,0.2,-0.1870037356310889
P_1781990550130_g7vcubsvk,unassigned,0.0,-1.026824911596912
P_1781990728073_e32wfsrpy,low_cluster_0,0.25,0.084210778651266
P_1781990647993_19c6243py,unassigned,0.25,-0.368005370701811
P_1781990908883_q49ffdlg2,unassigned,0.05,-0.6720399811744905
P_1781989750197_5i7vyoayc,unassigned,0.0,-0.9464724288265796
P_1781990872783_79xwdd3yz,unassigned,0.05,-0.8190381311161311
P_1781990928026_7g73hj2gl,low_cluster_1,0.55,0.8936333817803969
P_1781990736192_6kxl67nez,unassigned,0.45,-0.2575691887468713
P_1781991065353_iq69qc4du,unassigned,0.25,-0.5791689574363331
P_1781991260364_sq53whqlm,unassigned,0.7,1.720233611968887
P_1781991064014_mr8t88pvg,unassigned,0.2,-0.1769121101456685
P_1781990238366_6htcgrzqt,unassigned,0.25,-0.1164140923725407
P_1781990276298_nc8voadbc,unassigned,0.0,-0.9820483503248324
P_1781991063971_fapslel3w,unassigned,0.25,0.0742451315772861
P_1781990699957_nwi58ay1b,unassigned,0.55,1.0987769422767597
P_1781991103592_xid0k1uhs,unassigned,0.0,-0.89206491489473
P_1781991050195_tk480862t,unassigned,0.45,-0.011471440694636
P_1781991417377_wowuz41c3,high_cluster_2,0.05,-0.7958007127018681
P_1781990531128_wzloms9e3,unassigned,0.55,1.25699927384302
P_1781991291110_76zrkm724,unassigned,0.2,0.2863169154458155
P_1781991024251_wo5f1dqaz,low_cluster_0,0.0,-0.9278328827209606
P_1781990870220_3fwv1sr10,low_cluster_0,0.4,0.3350760429942349
P_1781991267654_slnob3guy,unassigned,0.2,-0.6195745592362006
P_1781991007229_ihabafnf4,unassigned,0.3,0.2291669815469311
P_1781991053063_f7gtfr6vc,unassigned,0.45,0.4343351225252121
P_1781991214113_ikb72kn96,unassigned,0.3,0.0993377058711273
P_1781991188016_01bkpej5b,low_cluster_0,0.25,-0.2071026869364066
P_1781991419322_ftkq926g5,unassigned,0.45,0.5909520629325536
P_1781991546066_lv3162fsf,unassigned,0.45,0.267763378988758
P_1781990571746_z6h5s8ktv,unassigned,0.15,-0.3929910317445306
P_1781991222122_jw1vxs69y,unassigned,0.25,-0.4360726141386019
P_1781991072675_fcd57klr0,high_cluster_1,0.45,0.6647866355321528
P_1781991178040_fdyqb0u1u,low_cluster_0,0.0,-0.9101253103562686
P_1781990942642_p9gaui6ym,unassigned,0.6,1.262150913170705
P_1781991403494_5vt9nmblm,high_cluster_1,0.55,0.7658093993484032
P_1781991223876_5xadw7iz4,unassigned,0.2,-0.3681627825637846
P_1781991166590_by3ke9gre,unassigned,0.1,-0.6048622800281914
P_1781991260063_9fajbws6j,unassigned,0.35,0.2947963506892486
P_1781991068066_il91k6a4q,unassigned,0.35,0.0893968878382258
P_1781990527946_ve41u1cbi,unassigned,0.6,0.7506699090643658
P_1781991365772_5n7qg1oyx,unassigned,0.25,0.0741527186046188
P_1781991407198_drt1382ct,unassigned,0.35,0.4327598466089015
P_1781990908220_mo3mvjpth,unassigned,0.05,-0.9238722957241456
P_1781991577414_d9h9svmzb,unassigned,0.0,-0.9204706827068896
P_1781991357874_lj3wssnp0,unassigned,0.85,1.5873247202888274
P_1781991336746_oss90vojz,low_cluster_0,0.0,-1.0047401048598283
P_1781991538553_4w4l964wm,unassigned,0.0,-0.9586468597776616
P_1781991426732_jb2lyueae,high_cluster_1,0.0,-0.9601019873575266
P_1781991148506_urkn1g28b,unassigned,0.35,0.1699867298227477
P_1781991211462_r8ov57vfp,unassigned,0.2,-0.5819427800443334
P_1781990615937_ppr2ilelz,unassigned,0.85,1.5430372094258722
P_1781991585035_xnkyhck41,unassigned,0.75,1.2015544445496755
P_1781991358044_ffqul7zmi,unassigned,0.7,1.1509503148704348
P_1781991774047_f4n1r0vs7,unassigned,0.4,0.7203423736501262
P_1781991943645_l4z7dwlxo,unassigned,0.0,-0.7707069880790655
P_1781990798159_oem8hourl,unassigned,0.25,-0.1415562722447554
P_1781991421313_kuj7xm7ji,unassigned,0.0,-0.803806296321499
P_1781991404631_jc5jssdbj,unassigned,0.4,0.4933050117454418
P_1781991662753_0bu3wo39w,unassigned,0.45,0.043892056512904
P_1781991414375_nqmn2seyl,unassigned,0.45,0.2072063383882015
P_1781991163550_avwrq45o4,unassigned,0.6,0.7960995355908376
P_1781991111368_pp2vq9ck1,unassigned,0.45,0.3603973314188134
P_1781991892720_evzxp256j,unassigned,0.1,-0.5488795695426941
P_1781991633068_vpt4tjufj,unassigned,0.4,0.4074853357693075
P_1781991657612_37wnpcvea,unassigned,0.0,-0.9935011620863744
P_1781991308580_66pay1iof,unassigned,0.15,-0.1417083674790568
P_1781990975260_b7qmmmfi0,unassigned,0.2,-0.423142581892527
P_1781991484283_8nr01au65,unassigned,0.45,0.4882994171611994
P_1781991851466_jswn76eoj,unassigned,0.0,-0.8853602800532491
P_1781991738219_bjpe48gx2,unassigned,0.55,0.9710371737497764
P_1781991354295_wucim6wck,unassigned,0.4,0.3805357118656099
P_1781991836142_kdf9sr9ag,unassigned,0.0,-0.8186292347244123
P_1781991632240_t2w93yp0c,unassigned,0.45,0.7405633353280145
P_1781991723189_lg6nwg0gs,unassigned,0.35,0.0520304265689337
P_1781991499708_7yhnbneyp,unassigned,0.25,-0.0739841600252513
P_1781991805351_ljwcdt0y3,unassigned,0.15,-0.3827697051076271
P_1781991833996_jn3l9098x,unassigned,0.15,-0.5420710712671689
P_1781991633910_71epl28si,unassigned,0.35,0.4277146418964365
P_1781991326031_dlummsiij,unassigned,0.3,-0.0487052874121904
P_1781991587659_5ibdwjpuu,unassigned,0.1,-0.154935127020415
P_1781991922010_41bds4d93,unassigned,0.25,0.013661451074175
P_1781991876620_93ffpim34,unassigned,0.25,-0.0771632444007088
P_1781991959719_knlykffyc,unassigned,0.2,-0.3223592720517781
P_1781991782085_75kuqkpnm,unassigned,0.0,-0.9833530741498596
P_1781992104665_eano8evvq,unassigned,0.05,-0.5470000763108535
P_1781991250381_wyt97x8id,high_cluster_1,0.0,-0.891988443109539
P_1781991880959_ngwjlofde,unassigned,0.25,-0.1820062087227256
P_1781991936331_ufk36lblh,unassigned,0.2,-0.2822788229193763
P_1781992048665_kkaby145l,unassigned,0.45,0.2375555241153116
P_1781991980667_xhocyyqre,unassigned,0.45,0.4277531313944058
P_1781991995313_z7a1u5r9g,unassigned,0.45,0.5555921774665795
P_1781991667887_1bk4ibkz7,unassigned,0.65,1.0887049638686943
P_1781991845116_ir6403g69,unassigned,0.05,-0.6961072559251705
P_1781992036658_h13n1912b,unassigned,0.45,0.0994047810771575
P_1781991974321_r3oezwyca,unassigned,0.25,0.0186934367058917
P_1781991611282_vc4lf7x10,unassigned,0.6,0.9456990793993622
P_1781991633784_kki1n6uq1,unassigned,0.3,-0.0538918049224812
P_1781992179868_qcsbbxrh2,unassigned,0.4,-0.1294591386364699
P_1781992024337_m8ow0sun5,unassigned,0.35,0.1196887063066908
P_1781991847586_680ij2xma,unassigned,0.05,-0.9300675806866516
P_1781992192576_sg62aazuf,unassigned,0.6,0.8835819982916019
P_1781992314947_rxfa0upot,unassigned,0.5,0.7860046877235841
P_1781991437412_1qvv6kiy9,unassigned,0.35,0.4226265232722903
P_1781992028898_pybf42u98,unassigned,0.3,0.2241251131404802
P_1781991641572_yrlvo40ay,low_cluster_0,0.35,0.3671321101175966
P_1781992111939_49rjbne55,high_cluster_1,0.15,-0.1598815786287174
P_1781991647845_9hinr66tv,unassigned,0.2,-0.1213626549513967
P_1781992014266_mi5qplkpy,unassigned,0.45,0.5101301754489453
P_1781991720668_dc48y2g7p,unassigned,0.25,-0.0084271762233514
P_1781992516795_dcaog4n2l,unassigned,0.3,-0.0378787509629223
P_1781992605050_wtfpna5j6,unassigned,0.4,0.417619205106665
P_1781991443554_s1lj5ugdq,unassigned,0.3,-0.2216402555397081
P_1781992156073_cn94ifqub,unassigned,0.3,0.1768871947554858
P_1781992166039_4ea9107f6,unassigned,0.0,-0.8457999834724245
P_1781992258654_7jlzgpfm7,high_cluster_1,0.25,0.0791323731445802
